,filename,sr,class,length
1461,guf_02595_01267662016.wav,22050,Guj,1
1462,guf_02595_01274744899.wav,22050,Guj,1
1463,guf_02595_01300593561.wav,22050,Guj,1
1464,guf_02595_01307832821.wav,22050,Guj,1
1465,guf_02595_01336691147.wav,22050,Guj,1
1466,guf_02595_01355731711.wav,22050,Guj,1
1467,guf_02595_01366162136.wav,22050,Guj,1
1468,guf_02595_01368862884.wav,22050,Guj,1
1469,guf_02595_01373922336.wav,22050,Guj,1
1470,guf_02595_01379967236.wav,22050,Guj,1
1471,guf_02595_01393165426.wav,22050,Guj,1
1472,guf_02595_01413884027.wav,22050,Guj,1
1473,guf_02595_01414825346.wav,22050,Guj,1
1474,guf_02595_01419312778.wav,22050,Guj,1
1475,guf_02595_01434336272.wav,22050,Guj,1
1476,guf_02595_01438493513.wav,22050,Guj,1
1477,guf_02595_01443955237.wav,22050,Guj,1
1478,guf_02595_01465179452.wav,22050,Guj,1
1479,guf_02595_01466034728.wav,22050,Guj,1
1480,guf_02595_01483197062.wav,22050,Guj,1
1481,guf_02595_01491438329.wav,22050,Guj,1
1482,guf_02595_01491966886.wav,22050,Guj,1
1483,guf_02595_01515026919.wav,22050,Guj,1
1484,guf_02595_01534549163.wav,22050,Guj,1
1485,guf_02595_01556659926.wav,22050,Guj,1
1486,guf_02595_01568513575.wav,22050,Guj,1
1487,guf_02595_01582562769.wav,22050,Guj,1
1488,guf_02595_01585586497.wav,22050,Guj,1
1489,guf_02595_01661457007.wav,22050,Guj,1
1490,guf_02595_01682983375.wav,22050,Guj,1
1491,guf_02595_01700770104.wav,22050,Guj,1
1492,guf_02595_01722906403.wav,22050,Guj,1
1493,guf_02595_01724173555.wav,22050,Guj,1
1494,guf_02595_01726701127.wav,22050,Guj,1
1495,guf_02595_01734426410.wav,22050,Guj,1
1496,guf_02595_01839350844.wav,22050,Guj,1
1497,guf_02595_01889360441.wav,22050,Guj,1
1498,guf_02595_01896768812.wav,22050,Guj,1
1499,guf_02595_01901286294.wav,22050,Guj,1
1500,guf_02595_01905428919.wav,22050,Guj,1
1501,guf_02595_01910351437.wav,22050,Guj,1
1502,guf_02595_01929645529.wav,22050,Guj,1
1503,guf_02595_01947340040.wav,22050,Guj,1
1504,guf_02595_01962509531.wav,22050,Guj,1
1505,guf_02595_01968062285.wav,22050,Guj,1
1506,guf_02595_01970446728.wav,22050,Guj,1
1507,guf_02595_01987881467.wav,22050,Guj,1
1508,guf_02595_01995946885.wav,22050,Guj,1
1509,guf_02595_02005138431.wav,22050,Guj,1
1510,guf_02595_02007020385.wav,22050,Guj,1
1511,guf_02595_02010894076.wav,22050,Guj,1
1512,guf_02595_02029856928.wav,22050,Guj,1
1513,guf_02595_02030695911.wav,22050,Guj,1
1514,guf_02595_02041094462.wav,22050,Guj,1
1515,guf_02595_02054671773.wav,22050,Guj,1
1516,guf_02595_02067241089.wav,22050,Guj,1
1517,guf_02595_02068600163.wav,22050,Guj,1
1518,guf_02595_02074618199.wav,22050,Guj,1
1519,guf_02595_02106640727.wav,22050,Guj,1
1520,guf_02595_02127620285.wav,22050,Guj,1
1521,guf_02595_02139003156.wav,22050,Guj,1
1522,guf_02858_00010936339.wav,22050,Guj,1
1523,guf_02858_00033577429.wav,22050,Guj,1
1524,guf_02858_00036304590.wav,22050,Guj,1
1525,guf_02858_00106609281.wav,22050,Guj,1
1526,guf_02858_00130285754.wav,22050,Guj,1
1527,guf_02858_00142480356.wav,22050,Guj,1
1528,guf_02858_00145909349.wav,22050,Guj,1
1529,guf_02858_00179487682.wav,22050,Guj,1
1530,guf_02858_00194275696.wav,22050,Guj,1
1531,guf_02858_00204227509.wav,22050,Guj,1
1532,guf_02858_00222951488.wav,22050,Guj,1
1533,guf_02858_00231089842.wav,22050,Guj,1
1534,guf_02858_00254761386.wav,22050,Guj,1
1535,guf_02858_00270060667.wav,22050,Guj,1
1536,guf_02858_00334939688.wav,22050,Guj,1
1537,guf_02858_00353326581.wav,22050,Guj,1
1538,guf_02858_00367043164.wav,22050,Guj,1
1539,guf_02858_00395674540.wav,22050,Guj,1
1540,guf_02858_00407214288.wav,22050,Guj,1
1541,guf_02858_00461718425.wav,22050,Guj,1
1542,guf_02858_00480159840.wav,22050,Guj,1
1543,guf_02858_00489424062.wav,22050,Guj,1
1544,guf_02858_00489804112.wav,22050,Guj,1
1545,guf_02858_00494377013.wav,22050,Guj,1
1546,guf_02858_00501620362.wav,22050,Guj,1
1547,guf_02858_00507738691.wav,22050,Guj,1
1548,guf_02858_00512714186.wav,22050,Guj,1
1549,guf_02858_00512889365.wav,22050,Guj,1
1550,guf_02858_00537026600.wav,22050,Guj,1
1551,guf_02858_00543795153.wav,22050,Guj,1
1552,guf_02858_00558827939.wav,22050,Guj,1
1553,guf_02858_00567075318.wav,22050,Guj,1
1554,guf_02858_00592423509.wav,22050,Guj,1
1555,guf_02858_00598695978.wav,22050,Guj,1
1556,guf_02858_00617985090.wav,22050,Guj,1
1557,guf_02858_00623517149.wav,22050,Guj,1
1558,guf_02858_00661989994.wav,22050,Guj,1
1559,guf_02858_00676707284.wav,22050,Guj,1
1560,guf_02858_00678138447.wav,22050,Guj,1
1561,guf_02858_00683715511.wav,22050,Guj,1
1562,guf_02858_00716009190.wav,22050,Guj,1
1563,guf_02858_00724968328.wav,22050,Guj,1
1564,guf_02858_00734932762.wav,22050,Guj,1
1565,guf_02858_00792696018.wav,22050,Guj,1
1566,guf_02858_00888613498.wav,22050,Guj,1
1567,guf_02858_00929879167.wav,22050,Guj,1
1568,guf_02858_00946966283.wav,22050,Guj,1
1569,guf_02858_00962156429.wav,22050,Guj,1
1570,guf_02858_00974200615.wav,22050,Guj,1
1571,guf_02858_00985503837.wav,22050,Guj,1
1572,guf_02858_01128538483.wav,22050,Guj,1
1573,guf_02858_01151359551.wav,22050,Guj,1
1574,guf_02858_01208481614.wav,22050,Guj,1
1575,guf_02858_01246175623.wav,22050,Guj,1
1576,guf_02858_01269541392.wav,22050,Guj,1
1577,guf_02858_01318198901.wav,22050,Guj,1
1578,guf_02858_01325346212.wav,22050,Guj,1
1579,guf_02858_01355923826.wav,22050,Guj,1
1580,guf_02858_01368032527.wav,22050,Guj,1
1581,guf_02858_01437439674.wav,22050,Guj,1
1582,guf_02858_01440174071.wav,22050,Guj,1
1583,guf_02858_01452077309.wav,22050,Guj,1
1584,guf_02858_01456948424.wav,22050,Guj,1
1585,guf_02858_01503041133.wav,22050,Guj,1
1586,guf_02858_01539536061.wav,22050,Guj,1
1587,guf_02858_01541866333.wav,22050,Guj,1
1588,guf_02858_01573339157.wav,22050,Guj,1
1589,guf_02858_01591720690.wav,22050,Guj,1
1590,guf_02858_01625486536.wav,22050,Guj,1
1591,guf_02858_01630803342.wav,22050,Guj,1
1592,guf_02858_01659758552.wav,22050,Guj,1
1593,guf_02858_01659970644.wav,22050,Guj,1
1594,guf_02858_01681299354.wav,22050,Guj,1
1595,guf_02858_01700958437.wav,22050,Guj,1
1596,guf_02858_01705165971.wav,22050,Guj,1
1597,guf_02858_01737907577.wav,22050,Guj,1
1598,guf_02858_01750238645.wav,22050,Guj,1
1599,guf_02858_01796692171.wav,22050,Guj,1
1600,guf_02858_01828031350.wav,22050,Guj,1
1601,guf_02858_01868875536.wav,22050,Guj,1
1602,guf_02858_01870810341.wav,22050,Guj,1
1603,guf_02858_01881905983.wav,22050,Guj,1
1604,guf_02858_01914324580.wav,22050,Guj,1
1605,guf_02858_01944044899.wav,22050,Guj,1
1606,guf_02858_01964230490.wav,22050,Guj,1
1607,guf_02858_01995565055.wav,22050,Guj,1
1608,guf_02858_02001931288.wav,22050,Guj,1
1609,guf_02858_02056327479.wav,22050,Guj,1
1610,guf_02858_02094762607.wav,22050,Guj,1
1611,guf_02858_02095878313.wav,22050,Guj,1
1612,guf_02858_02143410067.wav,22050,Guj,1
1613,guf_02898_00002795278.wav,22050,Guj,1
1614,guf_02898_00016575360.wav,22050,Guj,1
1615,guf_02898_00046402727.wav,22050,Guj,1
1616,guf_02898_00051701706.wav,22050,Guj,1
1617,guf_02898_00057248882.wav,22050,Guj,1
1618,guf_02898_00070929123.wav,22050,Guj,1
1619,guf_02898_00076866000.wav,22050,Guj,1
1620,guf_02898_00092372709.wav,22050,Guj,1
1621,guf_02898_00094280542.wav,22050,Guj,1
1622,guf_02898_00105333422.wav,22050,Guj,1
1623,guf_02898_00115736841.wav,22050,Guj,1
1624,guf_02898_00116282949.wav,22050,Guj,1
1625,guf_02898_00127678847.wav,22050,Guj,1
1626,guf_02898_00196763870.wav,22050,Guj,1
1627,guf_02898_00207638578.wav,22050,Guj,1
1628,guf_02898_00210139974.wav,22050,Guj,1
1629,guf_02898_00222554109.wav,22050,Guj,1
1630,guf_02898_00227937068.wav,22050,Guj,1
1631,guf_02898_00228199667.wav,22050,Guj,1
1632,guf_02898_00261933440.wav,22050,Guj,1
1633,guf_02898_00303158609.wav,22050,Guj,1
1634,guf_02898_00319432130.wav,22050,Guj,1
1635,guf_02898_00322043011.wav,22050,Guj,1
1636,guf_02898_00322700944.wav,22050,Guj,1
1637,guf_02898_00326189976.wav,22050,Guj,1
1638,guf_02898_00344215870.wav,22050,Guj,1
1639,guf_02898_00346422458.wav,22050,Guj,1
1640,guf_02898_00348116861.wav,22050,Guj,1
1641,guf_02898_00374942439.wav,22050,Guj,1
1642,guf_02898_00376652415.wav,22050,Guj,1
1643,guf_02898_00383705870.wav,22050,Guj,1
1644,guf_02898_00398133886.wav,22050,Guj,1
1645,guf_02898_00398927316.wav,22050,Guj,1
1646,guf_02898_00424411291.wav,22050,Guj,1
1647,guf_02898_00444062116.wav,22050,Guj,1
1648,guf_02898_00458928806.wav,22050,Guj,1
1649,guf_02898_00461864702.wav,22050,Guj,1
1650,guf_02898_00475702782.wav,22050,Guj,1
1651,guf_02898_00479331367.wav,22050,Guj,1
1652,guf_02898_00487218806.wav,22050,Guj,1
1653,guf_02898_00546181022.wav,22050,Guj,1
1654,guf_02898_00547325399.wav,22050,Guj,1
1655,guf_02898_00555420638.wav,22050,Guj,1
1656,guf_02898_00581687793.wav,22050,Guj,1
1657,guf_02898_00588691171.wav,22050,Guj,1
1658,guf_02898_00592888772.wav,22050,Guj,1
1659,guf_02898_00597922803.wav,22050,Guj,1
1660,guf_02898_00614443015.wav,22050,Guj,1
1661,guf_02898_00621205260.wav,22050,Guj,1
1662,guf_02898_00632094774.wav,22050,Guj,1
1663,guf_02898_00635881815.wav,22050,Guj,1
1664,guf_02898_00636805988.wav,22050,Guj,1
1665,guf_02898_00660365376.wav,22050,Guj,1
1666,guf_02898_00665175740.wav,22050,Guj,1
1667,guf_02898_00752820668.wav,22050,Guj,1
1668,guf_02898_00763272184.wav,22050,Guj,1
1669,guf_02898_00772864052.wav,22050,Guj,1
1670,guf_02898_00808210126.wav,22050,Guj,1
1671,guf_02898_00814932373.wav,22050,Guj,1
1672,guf_02898_00839413878.wav,22050,Guj,1
1673,guf_02898_00840166642.wav,22050,Guj,1
1674,guf_02898_00843121455.wav,22050,Guj,1
1675,guf_02898_00845487965.wav,22050,Guj,1
1676,guf_02898_00846651650.wav,22050,Guj,1
1677,guf_02898_00866327035.wav,22050,Guj,1
1678,guf_02898_00876705708.wav,22050,Guj,1
1679,guf_02898_00884167808.wav,22050,Guj,1
1680,guf_02898_00887509692.wav,22050,Guj,1
1681,guf_02898_00896342677.wav,22050,Guj,1
1682,guf_02898_00932606137.wav,22050,Guj,1
1683,guf_02898_00966026863.wav,22050,Guj,1
1684,guf_02898_00967046468.wav,22050,Guj,1
1685,guf_02898_00969893177.wav,22050,Guj,1
1686,guf_02898_00975978639.wav,22050,Guj,1
1687,guf_02898_00994153536.wav,22050,Guj,1
1688,guf_02898_00996405070.wav,22050,Guj,1
1689,guf_02898_00999442934.wav,22050,Guj,1
1690,guf_02898_01012047265.wav,22050,Guj,1
1691,guf_02898_01052256058.wav,22050,Guj,1
1692,guf_02898_01084856175.wav,22050,Guj,1
1693,guf_02898_01091175110.wav,22050,Guj,1
1694,guf_02898_01102711568.wav,22050,Guj,1
1695,guf_02898_01107135834.wav,22050,Guj,1
1696,guf_02898_01129540278.wav,22050,Guj,1
1697,guf_02898_01153748539.wav,22050,Guj,1
1698,guf_02898_01172909486.wav,22050,Guj,1
1699,guf_02898_01185233593.wav,22050,Guj,1
1700,guf_02898_01198088571.wav,22050,Guj,1
1701,guf_02898_01199302255.wav,22050,Guj,1
1702,guf_02898_01205547662.wav,22050,Guj,1
1703,guf_02898_01206789845.wav,22050,Guj,1
1704,guf_02898_01210547967.wav,22050,Guj,1
1705,guf_02898_01225788686.wav,22050,Guj,1
1706,guf_02898_01228649983.wav,22050,Guj,1
1707,guf_02898_01230076441.wav,22050,Guj,1
1708,guf_02898_01251257968.wav,22050,Guj,1
1709,guf_02898_01288682311.wav,22050,Guj,1
1710,guf_02898_01292154077.wav,22050,Guj,1
1711,guf_02898_01294028024.wav,22050,Guj,1
1712,guf_02898_01303040468.wav,22050,Guj,1
1713,guf_02898_01304926819.wav,22050,Guj,1
1714,guf_02898_01305400843.wav,22050,Guj,1
1715,guf_02898_01311311750.wav,22050,Guj,1
1716,guf_02898_01328693158.wav,22050,Guj,1
1717,guf_02898_01335804626.wav,22050,Guj,1
1718,guf_02898_01339028092.wav,22050,Guj,1
1719,guf_02898_01342219012.wav,22050,Guj,1
1720,guf_02898_01355186768.wav,22050,Guj,1
1721,guf_02898_01359210781.wav,22050,Guj,1
1722,guf_02898_01364794618.wav,22050,Guj,1
1723,guf_02898_01366725085.wav,22050,Guj,1
1724,guf_02898_01386319330.wav,22050,Guj,1
1725,guf_02898_01412781106.wav,22050,Guj,1
1726,guf_02898_01427175251.wav,22050,Guj,1
1727,guf_02898_01432393874.wav,22050,Guj,1
1728,guf_02898_01466329007.wav,22050,Guj,1
1729,guf_02898_01469409058.wav,22050,Guj,1
1730,guf_02898_01474262020.wav,22050,Guj,1
1731,guf_02898_01476999482.wav,22050,Guj,1
1732,guf_02898_01497037161.wav,22050,Guj,1
1733,guf_02898_01522996650.wav,22050,Guj,1
1734,guf_02898_01537032722.wav,22050,Guj,1
1735,guf_02898_01539487691.wav,22050,Guj,1
1736,guf_02898_01554720488.wav,22050,Guj,1
1737,guf_02898_01561839312.wav,22050,Guj,1
1738,guf_02898_01574165597.wav,22050,Guj,1
1739,guf_02898_01591610906.wav,22050,Guj,1
1740,guf_02898_01602436152.wav,22050,Guj,1
1741,guf_02898_01624157695.wav,22050,Guj,1
1742,guf_02898_01626004707.wav,22050,Guj,1
1743,guf_02898_01665725354.wav,22050,Guj,1
1744,guf_02898_01665756872.wav,22050,Guj,1
1745,guf_02898_01683464031.wav,22050,Guj,1
1746,guf_02898_01706215414.wav,22050,Guj,1
1747,guf_02898_01716338980.wav,22050,Guj,1
1748,guf_02898_01718515027.wav,22050,Guj,1
1749,guf_02898_01719823238.wav,22050,Guj,1
1750,guf_02898_01724178479.wav,22050,Guj,1
1751,guf_02898_01728160825.wav,22050,Guj,1
1752,guf_02898_01739097696.wav,22050,Guj,1
1753,guf_02898_01739719075.wav,22050,Guj,1
1754,guf_02898_01739990903.wav,22050,Guj,1
1755,guf_02898_01743785848.wav,22050,Guj,1
1756,guf_02898_01764066461.wav,22050,Guj,1
1757,guf_02898_01768361627.wav,22050,Guj,1
1758,guf_02898_01790052696.wav,22050,Guj,1
1759,guf_02898_01797460182.wav,22050,Guj,1
1760,guf_02898_01800239018.wav,22050,Guj,1
1761,guf_02898_01825417759.wav,22050,Guj,1
1762,guf_02898_01842672399.wav,22050,Guj,1
1763,guf_02898_01845398537.wav,22050,Guj,1
1764,guf_02898_01854539412.wav,22050,Guj,1
1765,guf_02898_01862120662.wav,22050,Guj,1
1766,guf_02898_01868144114.wav,22050,Guj,1
1767,guf_02898_01893488411.wav,22050,Guj,1
1768,guf_02898_01978572170.wav,22050,Guj,1
1769,guf_02898_02013439693.wav,22050,Guj,1
1770,guf_02898_02013808855.wav,22050,Guj,1
1771,guf_02898_02040904353.wav,22050,Guj,1
1772,guf_02898_02056680311.wav,22050,Guj,1
1773,guf_02898_02059173028.wav,22050,Guj,1
1774,guf_02898_02068552250.wav,22050,Guj,1
1775,guf_02898_02091563962.wav,22050,Guj,1
1776,guf_02898_02123342349.wav,22050,Guj,1
1777,guf_02898_02135705795.wav,22050,Guj,1
1778,guf_02898_02141263224.wav,22050,Guj,1
1779,guf_03209_00010318281.wav,22050,Guj,1
1780,guf_03209_00016930840.wav,22050,Guj,1
1781,guf_03209_00027605395.wav,22050,Guj,1
1782,guf_03209_00037591031.wav,22050,Guj,1
1783,guf_03209_00047779037.wav,22050,Guj,1
1784,guf_03209_00056041911.wav,22050,Guj,1
1785,guf_03209_00075598964.wav,22050,Guj,1
1786,guf_03209_00081977130.wav,22050,Guj,1
1787,guf_03209_00087992931.wav,22050,Guj,1
1788,guf_03209_00090889434.wav,22050,Guj,1
1789,guf_03209_00116967713.wav,22050,Guj,1
1790,guf_03209_00118102687.wav,22050,Guj,1
1791,guf_03209_00132963036.wav,22050,Guj,1
1792,guf_03209_00141029182.wav,22050,Guj,1
1793,guf_03209_00204103427.wav,22050,Guj,1
1794,guf_03209_00208622933.wav,22050,Guj,1
1795,guf_03209_00225701263.wav,22050,Guj,1
1796,guf_03209_00229782909.wav,22050,Guj,1
1797,guf_03209_00230509074.wav,22050,Guj,1
1798,guf_03209_00246477841.wav,22050,Guj,1
1799,guf_03209_00247097756.wav,22050,Guj,1
1800,guf_03209_00263807292.wav,22050,Guj,1
1801,guf_03209_00281298119.wav,22050,Guj,1
1802,guf_03209_00286718022.wav,22050,Guj,1
1803,guf_03209_00300697964.wav,22050,Guj,1
1804,guf_03209_00303617605.wav,22050,Guj,1
1805,guf_03209_00306955261.wav,22050,Guj,1
1806,guf_03209_00310107616.wav,22050,Guj,1
1807,guf_03209_00315318843.wav,22050,Guj,1
1808,guf_03209_00321974348.wav,22050,Guj,1
1809,guf_03209_00338523693.wav,22050,Guj,1
1810,guf_03209_00376381419.wav,22050,Guj,1
1811,guf_03209_00392607952.wav,22050,Guj,1
1812,guf_03209_00410807816.wav,22050,Guj,1
1813,guf_03209_00423848910.wav,22050,Guj,1
1814,guf_03209_00433211929.wav,22050,Guj,1
1815,guf_03209_00443170675.wav,22050,Guj,1
1816,guf_03209_00459300615.wav,22050,Guj,1
1817,guf_03209_00461369718.wav,22050,Guj,1
1818,guf_03209_00466869436.wav,22050,Guj,1
1819,guf_03209_00474018974.wav,22050,Guj,1
1820,guf_03209_00493841431.wav,22050,Guj,1
1821,guf_03209_00495364236.wav,22050,Guj,1
1822,guf_03209_00499403983.wav,22050,Guj,1
1823,guf_03209_00516741143.wav,22050,Guj,1
1824,guf_03209_00518181688.wav,22050,Guj,1
1825,guf_03209_00525280137.wav,22050,Guj,1
1826,guf_03209_00539555556.wav,22050,Guj,1
1827,guf_03209_00552648933.wav,22050,Guj,1
1828,guf_03209_00560309180.wav,22050,Guj,1
1829,guf_03209_00564429733.wav,22050,Guj,1
1830,guf_03209_00582642938.wav,22050,Guj,1
1831,guf_03209_00583629245.wav,22050,Guj,1
1832,guf_03209_00593871356.wav,22050,Guj,1
1833,guf_03209_00597567575.wav,22050,Guj,1
1834,guf_03209_00607183370.wav,22050,Guj,1
1835,guf_03209_00617085700.wav,22050,Guj,1
1836,guf_03209_00646640375.wav,22050,Guj,1
1837,guf_03209_00658977391.wav,22050,Guj,1
1838,guf_03209_00661856532.wav,22050,Guj,1
1839,guf_03209_00667100953.wav,22050,Guj,1
1840,guf_03209_00683349758.wav,22050,Guj,1
1841,guf_03209_00697797572.wav,22050,Guj,1
1842,guf_03209_00712211458.wav,22050,Guj,1
1843,guf_03209_00714397477.wav,22050,Guj,1
1844,guf_03209_00717128575.wav,22050,Guj,1
1845,guf_03209_00725236767.wav,22050,Guj,1
1846,guf_03209_00755628679.wav,22050,Guj,1
1847,guf_03209_00758739465.wav,22050,Guj,1
1848,guf_03209_00780389755.wav,22050,Guj,1
1849,guf_03209_00785744291.wav,22050,Guj,1
1850,guf_03209_00793052117.wav,22050,Guj,1
1851,guf_03209_00794216401.wav,22050,Guj,1
1852,guf_03209_00795380347.wav,22050,Guj,1
1853,guf_03209_00803835671.wav,22050,Guj,1
1854,guf_03209_00817648461.wav,22050,Guj,1
1855,guf_03209_00818397063.wav,22050,Guj,1
1856,guf_03209_00825449906.wav,22050,Guj,1
1857,guf_03209_00835389823.wav,22050,Guj,1
1858,guf_03209_00846085839.wav,22050,Guj,1
1859,guf_03209_00852201490.wav,22050,Guj,1
1860,guf_03209_00908978597.wav,22050,Guj,1
1861,guf_03209_00911470736.wav,22050,Guj,1
1862,guf_03209_00918224823.wav,22050,Guj,1
1863,guf_03209_00923649413.wav,22050,Guj,1
1864,guf_03209_00925499690.wav,22050,Guj,1
1865,guf_03209_00939860492.wav,22050,Guj,1
1866,guf_03209_00964273985.wav,22050,Guj,1
1867,guf_03209_00968887480.wav,22050,Guj,1
1868,guf_03209_00973623692.wav,22050,Guj,1
1869,guf_03209_01012323486.wav,22050,Guj,1
1870,guf_03209_01024526374.wav,22050,Guj,1
1871,guf_03209_01031288575.wav,22050,Guj,1
1872,guf_03209_01031883230.wav,22050,Guj,1
1873,guf_03209_01045230148.wav,22050,Guj,1
1874,guf_03209_01054154386.wav,22050,Guj,1
1875,guf_03209_01097146286.wav,22050,Guj,1
1876,guf_03209_01111441641.wav,22050,Guj,1
1877,guf_03209_01136597980.wav,22050,Guj,1
1878,guf_03209_01140691632.wav,22050,Guj,1
1879,guf_03209_01147189269.wav,22050,Guj,1
1880,guf_03209_01157418900.wav,22050,Guj,1
1881,guf_03209_01183496159.wav,22050,Guj,1
1882,guf_03209_01184069905.wav,22050,Guj,1
1883,guf_03209_01191790122.wav,22050,Guj,1
1884,guf_03209_01192032155.wav,22050,Guj,1
1885,guf_03209_01205491952.wav,22050,Guj,1
1886,guf_03209_01222034136.wav,22050,Guj,1
1887,guf_03209_01222954510.wav,22050,Guj,1
1888,guf_03209_01233367021.wav,22050,Guj,1
1889,guf_03209_01233539130.wav,22050,Guj,1
1890,guf_03209_01236430938.wav,22050,Guj,1
1891,guf_03209_01238282189.wav,22050,Guj,1
1892,guf_03209_01240097114.wav,22050,Guj,1
1893,guf_03209_01247335854.wav,22050,Guj,1
1894,guf_03209_01248693424.wav,22050,Guj,1
1895,guf_03209_01266747855.wav,22050,Guj,1
1896,guf_03209_01270282509.wav,22050,Guj,1
1897,guf_03209_01275158145.wav,22050,Guj,1
1898,guf_03209_01294491298.wav,22050,Guj,1
1899,guf_03209_01299842411.wav,22050,Guj,1
1900,guf_03209_01306400839.wav,22050,Guj,1
1901,guf_03209_01313600372.wav,22050,Guj,1
1902,guf_03209_01323176617.wav,22050,Guj,1
1903,guf_03209_01350317406.wav,22050,Guj,1
1904,guf_03209_01355889653.wav,22050,Guj,1
1905,guf_03209_01367040793.wav,22050,Guj,1
1906,guf_03209_01373246963.wav,22050,Guj,1
1907,guf_03209_01373899233.wav,22050,Guj,1
1908,guf_03209_01391955666.wav,22050,Guj,1
1909,guf_03209_01414106161.wav,22050,Guj,1
1910,guf_03209_01427827058.wav,22050,Guj,1
1911,guf_03209_01428166696.wav,22050,Guj,1
1912,guf_03209_01439289838.wav,22050,Guj,1
1913,guf_03209_01458005859.wav,22050,Guj,1
1914,guf_03209_01469713908.wav,22050,Guj,1
1915,guf_03209_01480955032.wav,22050,Guj,1
1916,guf_03209_01514369056.wav,22050,Guj,1
1917,guf_03209_01517328206.wav,22050,Guj,1
1918,guf_03209_01524800759.wav,22050,Guj,1
1919,guf_03209_01527731322.wav,22050,Guj,1
1920,guf_03209_01532086475.wav,22050,Guj,1
1921,guf_03209_01556384773.wav,22050,Guj,1
1922,guf_03209_01567384944.wav,22050,Guj,1
1923,guf_03209_01568666932.wav,22050,Guj,1
1924,guf_03209_01574563516.wav,22050,Guj,1
1925,guf_03209_01577116128.wav,22050,Guj,1
1926,guf_03209_01590303063.wav,22050,Guj,1
1927,guf_03209_01591864852.wav,22050,Guj,1
1928,guf_03209_01599486772.wav,22050,Guj,1
1929,guf_03209_01609916088.wav,22050,Guj,1
1930,guf_03209_01628296369.wav,22050,Guj,1
1931,guf_03209_01689066168.wav,22050,Guj,1
1932,guf_03209_01695400949.wav,22050,Guj,1
1933,guf_03209_01698640299.wav,22050,Guj,1
1934,guf_03209_01719854906.wav,22050,Guj,1
1935,guf_03209_01730140525.wav,22050,Guj,1
1936,guf_03209_01738438023.wav,22050,Guj,1
1937,guf_03209_01751202851.wav,22050,Guj,1
1938,guf_03209_01782108140.wav,22050,Guj,1
1939,guf_03209_01798363930.wav,22050,Guj,1
1940,guf_03209_01802970339.wav,22050,Guj,1
1941,guf_03209_01809770862.wav,22050,Guj,1
1942,guf_03209_01820355158.wav,22050,Guj,1
1943,guf_03209_01848884780.wav,22050,Guj,1
1944,guf_03209_01849964882.wav,22050,Guj,1
1945,guf_03209_01855436419.wav,22050,Guj,1
1946,guf_03209_01855830313.wav,22050,Guj,1
1947,guf_03209_01865128920.wav,22050,Guj,1
1948,guf_03209_01865189915.wav,22050,Guj,1
1949,guf_03209_01877606621.wav,22050,Guj,1
1950,guf_03209_01879958782.wav,22050,Guj,1
1951,guf_03209_01881152101.wav,22050,Guj,1
1952,guf_03209_01887306652.wav,22050,Guj,1
1953,guf_03209_01888090231.wav,22050,Guj,1
1954,guf_03209_01904554430.wav,22050,Guj,1
1955,guf_03209_01910130471.wav,22050,Guj,1
1956,guf_03209_01915310575.wav,22050,Guj,1
1957,guf_03209_01922722613.wav,22050,Guj,1
1958,guf_03209_01929725375.wav,22050,Guj,1
1959,guf_03209_01936853772.wav,22050,Guj,1
1960,guf_03209_01939621267.wav,22050,Guj,1
1961,guf_03209_01960030948.wav,22050,Guj,1
1962,guf_03209_01964900629.wav,22050,Guj,1
1963,guf_03209_01978853949.wav,22050,Guj,1
1964,guf_03209_01995512537.wav,22050,Guj,1
1965,guf_03209_02001547407.wav,22050,Guj,1
1966,guf_03209_02018880678.wav,22050,Guj,1
1967,guf_03209_02026984232.wav,22050,Guj,1
1968,guf_03209_02053693720.wav,22050,Guj,1
1969,guf_03209_02071865745.wav,22050,Guj,1
1970,guf_03209_02090525670.wav,22050,Guj,1
1971,guf_03209_02092824137.wav,22050,Guj,1
1972,guf_03209_02107118258.wav,22050,Guj,1
1973,guf_04390_00063072837.wav,22050,Guj,1
1974,guf_04390_00087205480.wav,22050,Guj,1
1975,guf_04390_00090880083.wav,22050,Guj,1
1976,guf_04390_00093551719.wav,22050,Guj,1
1977,guf_04390_00096016611.wav,22050,Guj,1
1978,guf_04390_00117079143.wav,22050,Guj,1
1979,guf_04390_00148037631.wav,22050,Guj,1
1980,guf_04390_00151902335.wav,22050,Guj,1
1981,guf_04390_00201835966.wav,22050,Guj,1
1982,guf_04390_00202933380.wav,22050,Guj,1
1983,guf_04390_00238569449.wav,22050,Guj,1
1984,guf_04390_00259210300.wav,22050,Guj,1
1985,guf_04390_00264864784.wav,22050,Guj,1
1986,guf_04390_00292449206.wav,22050,Guj,1
1987,guf_04390_00307784799.wav,22050,Guj,1
1988,guf_04390_00383140164.wav,22050,Guj,1
1989,guf_04390_00412981735.wav,22050,Guj,1
1990,guf_04390_00428871190.wav,22050,Guj,1
1991,guf_04390_00470000294.wav,22050,Guj,1
1992,guf_04390_00471289103.wav,22050,Guj,1
1993,guf_04390_00476768984.wav,22050,Guj,1
1994,guf_04390_00501250849.wav,22050,Guj,1
1995,guf_04390_00629008749.wav,22050,Guj,1
1996,guf_04390_00650241594.wav,22050,Guj,1
1997,guf_04390_00666726158.wav,22050,Guj,1
1998,guf_04390_00732460814.wav,22050,Guj,1
